uid,poi_href,poi_id,name,star,content,datetime,description,pics,tel,site,time,traffic,ticket,opentime,location,insides
17652522,/poi/5523038.html,5523038,剑河River Cam,5,剑河是剑桥穿过多个院校的一条河，特别是剑河穿过了多所院校的后花园。河上有多座桥梁将皇后学院、国王学院、、三一学院、圣约翰学院等院校的新部和旧部相连，其中最有名的是皇后学院的数学桥和圣约翰学院的叹息桥。而对于中国人来说，游览剑河，寻找康桥却多是受了徐志摩的名诗“再别康桥”的影响，想体会诗人的意境，寻找诗人的遗迹。乘船游览剑河，游船码头在皇后学院南侧的小河湾中，乘船经过的第一个桥是连接皇后学院的数学桥；第二座桥是石结构连接国王学院的国王桥，桥西有碑记录徐志摩的诗作；第三座桥是连接克莱尔学院的格蕾桥；第四座、第五座桥是连接三一学院的三一桥和无名桥；第六座桥是连接圣约翰学院的叹息桥。船夫有剑桥大学的学生，也有专业船夫。船驶过三一学院后掉头原路返回。剑河两岸风景如画，不时可看到青年学子或是结伴坐在草坪上闲谈，或是抱本书籍认真的阅读，快乐而又安详。个人认为剑河还是值得一游的。,2016-04-05 15:16:23,剑河（River Cam）位于剑桥大学，美丽的剑河也是剑桥大学的象征，在过去很长一段时期里剑河被当地人称作River Granta和River Cam，指的其实是同一条河流，前者特指剑桥市至格兰切斯特庄园（Grantchester）一段，即河的上游，这段河流曲折，岸边风景自然淳朴；后者为河的下游，河面较为宽阔，水流平缓，岸边尽是剑桥大学校园的华丽建筑，即后园景观（the College Backs）。,340,,,,,,,英国剑桥郡,
17652522,/poi/5523036.html,5523036,国王学院King‘s College,5,国王学院是剑桥大学中创建较早的学院，由英王亨利六世设立创建，完成于亨利八世，历时近百年。创建之初学生全部来自伊顿公学，可谓真正的贵族学院，之后随着社会的进步才对平民开放。国王学院是剑桥大学中建筑规模最宏伟，最有气势的学院，其中最著名的是由亨利六世亲自设计的礼拜堂。国王学院出了不少名人，对于中国人来说知晓最多的还是旁听生徐志摩。,2016-04-04 19:02:14,国王学院是剑桥大学的中心，由亨利六世于1441年创建，所以学院的绿地上伫立着亨利六世的青铜像。经济学家凯恩斯、诗人徐志摩都曾就读于国王学院。在《再别康桥》诞生80 周年之际，剑桥大学国王学院在剑河畔为徐志摩立下了大理石诗碑，上面镌刻着两句著名的诗句：“轻轻的我走了，正如我轻轻的来。”“我挥一挥衣袖，不带走一片云彩。”  国王学院最不容错过的是礼拜堂。由亨利六世于1446 年下令开始动工，经历了一个世纪才正式完工。礼拜堂是哥特式建筑的杰出代表，拥有着世界上最大的扇形拱顶和最出色的中世纪彩色玻璃，异常华丽。,370,(44-1223)331212,http://www.kings.cam.ac.uk/,2小时,从Drummer街巴士总站步行10 分钟即到；从Emmanuel 或St Andrew's 巴士站步行5 分钟即到,礼拜堂）成人8英镑，儿童、学生、老年人5.5英镑，周一到周五团队（10人以上）成人7英镑，儿童、学生、老年人5英镑；12岁以下免费,（礼拜堂）学期内周一9:45-15:30，周二至周五9:30-15:30，周六9:30-15:15，周日13:15-14:30；学期外周一9:45-16:30，周二至周日9:30-16:30,"King’s Parade, Cambridge, CB2 1ST",国王学院礼拜堂
17652522,/poi/6318045.html,6318045,三一学院Trinity College,5,三一学院是剑桥大学中设立比较早，规模最大，影响力最大的学院。凡是上过中学的朋友没有不知道牛顿的，牛顿就毕业于此学院。就读过三一学院的名人国人比较熟悉的有哲学家培根、罗素，物理学家牛顿、麦克斯韦尔，诗人拜伦，数学家哈代，政界精英尼赫鲁、甘地，包括英国王储查尔斯。当然最有影响的还是牛顿，在学院的门口右侧就栽种了一棵据说来自牛顿发现万有引力的那棵苹果数分支的小苹果树。,2016-04-05 14:39:23,三一学院学院入口有亨利八世的雕像。在学院门口的绿草坪上有一棵苹果树， 那便是牛顿“万有引力”定律的来源。当你进入学院的庭院(Great Court)，宏伟的建筑带给人一种敬畏感。还有被联合国评为世界文化遗产的莱恩图书馆(Wren Library)也非常值得一看。三一学院的教堂是由亨利八世的女儿玛丽·都铎于1554年修建的，虽然整个教堂的内部装潢要到18世纪才能全部完成。教堂前厅摆着从三一学院毕业的著名毕业生的玉石雕像，包括了牛顿、培根、丁尼生等人。,283,(44-1223)338400,http://www.trin.cam.ac.uk/,2小时,从Drummer街巴士总站步行10 分钟即到,成人2英镑，儿童及老年人1.英镑；当地居民和剑桥大学学生、校友免费，每年12 月26 日到次年3 月12 日游客免费,庭院：每天10:00-16:30；莱恩图书馆：周一至周五12:00-14:00；学期内的周六10:30-12:30,"Trinity College, Cambridge, CB2 1TQ",
17652522,/poi/6602488.html,6602488,剑桥叹息桥Bridge of Sighs,5,剑桥的叹息桥是指跨在剑河上连接圣约翰大学老庭和新庭的那座桥 。在剑桥大学所有的桥中，叹息桥的名气最大。据说，维多利亚女王参观这座桥时，赞叹不已：“这么秀丽！这么别致！” 它是一座廊桥，比较特别的是它的道面不是平直的，而是拱形的，行人过桥要上下坡。桥的两侧是半封闭的，相互对称的五对用钢筋拦护的拱顶水泥框架的玻璃窗，用来采光。顶面是平的两边均衡地耸立着相互对称的塔尖状装饰。威尼斯的叹息桥因死囚犯惜别人生而叹息得名，剑桥的叹息桥因学子挂科叹息而得名。参观圣约翰学院包括叹息桥，而乘船游览剑河可以近距离正面一览叹息桥，并从桥下穿过。,2016-04-03 12:06:36,叹息桥是英格兰剑桥的一座廊桥，属于剑桥大学圣约翰学院，建于1831年，跨越康河。建筑师是亨利·哈钦森。 它得名于威尼斯的叹息桥，虽然它们在建筑上几乎没有什么共同点，除了它们都是廊桥以外。这座桥是剑桥的主要旅游景点之一，据说维多利亚女王喜欢它胜过该市其他所有景点。,97,,,,,,,"St John's College, Cambridge, England",
17652522,/poi/5523040.html,5523040,数学桥Mathematical Bridge,5,数学桥是剑桥最为独特的一座桥，全木结构，桥身相邻桁架之间均构成11.25度的夹角，18世纪，这种设计被称为几何结构，所以此桥得名数学桥。关于此桥最多的是相传为在此执教的牛顿设计，全桥原无一个钉子，后来的学生不服气将桥分解，却在也无法组装，最后只好将其钉了起来，成了现在的模样。但据考证，此桥建于牛顿逝世22年后，因此前面所传还真的只是个传说。,2016-04-03 12:04:25,数学桥 (Mathematical Bridge)是一条位于英国剑桥市桥，跨过在剑桥大学校园内的剑河，把王后学院在剑河两岸的校园接驳起来。数学桥是它的非官方名字，它的官方名字只是“木桥”而已。由威廉·埃瑟里奇设计，并在1749年由詹姆斯·艾塞克斯兴建。数学桥在1866年和1905年重建，但是原本的设计并没有改变。,166,(44-1223)335511,,,,,,"Cambridgeshire, Cambridge CB3 9ET英国",
17652522,/poi/6985063.html,6985063,蚱蜢钟Grasshopper Clock,3,蚱蜢钟是剑桥国王学院斜对面店铺橱窗中的一个大钟，造型比较独特，因为钟表盘上方有只大蚂蚱而得名。也因为在橱窗中，玻璃反光，一般都照不清楚。,2016-03-30 12:26:15,,,,,,,,,,
17652522,/poi/6318957.html,6318957,拉德克里夫图书馆Radcliffe Camera,5,拉德克利夫摄像机的翻译太生硬了，其实它是拉德克利夫图书馆的一部分，是阅览室，不对外开放，但它优美的造型，融汇了意大利风格的圆顶很引人注目。,2016-03-26 15:26:02,拉德克利夫照相机（Radcliffe Camera），俗称拉德，是英国牛津大学的图书馆，由詹姆斯吉布斯建造的帕拉第奥风格，在1737年5月17日奠基，在1748年建设完成，1749年4月13日举行了开幕仪式，称为“物理学图书馆”。从1811年所藏的作品大都为科学类的图书。还有19世纪的收藏品，包括硬币，弹珠，烛台，半身像，石膏，和雕像。这些藏品，至今已移到更具体适当的地点。后来拉德克利夫科学图书馆被移动到另一栋楼，拉德克利夫照相机成为额外的图书馆和阅览室。他是英国最早的一个圆形库的例子。三层，上层包含一个画廊，地下室是一个开放的拱形商场，内部是连续科林斯列柱，精美的雕刻装饰，1751年的战胜石柱和方尖碑被放置在周边。每层都有大量的图书和阅览的桌椅，是学子们最喜欢的图书馆,12,,,,,,,"Radcliffe Sq., Oxford, OX1 4AJ, England",
17652522,/poi/6318945.html,6318945,圣母玛利亚大学教堂University Church of St. Mary the Virgin,5,教堂自由进入，在牛津算是比较大的教堂了，街上熙熙攘攘，一进入教堂就肃静了，如果不信教，也是个歇脚的好地方。,2016-03-24 14:13:44,University Church of St. Mary the Virgin坐落在高街的北边，周围是高校建筑。它是牛津地区最大的教堂，而且这里见证了牛津大学的成长。教堂拥有一个巴洛克式的门廊，是尼古拉斯石设计的。,92,(44-1865)279111,,,,塔楼3英镑。,除了12月25、26日全年开放，9:00-17:00，7、8月9:00-18:00,"High St., Oxford, OX1 4AH, England",
17652522,/poi/6562538.html,6562538,比斯特名牌购物村Bicester Village,5,比斯特名牌购物村相当于国内的奥特莱斯，其内有几十家国际名牌的打折店，当然款式有些是过季的，如果不追求时尚款式，只追求品质和价格，还是值得一去的，象burberry的经典风衣都能半价拿到。购物村上午9点开门，那时顾客很少，货物也相对全一些，想买东西的要早去，一些大店有懂中文的店员，能帮你填写退税单，服务还是满周到的。北侧不远处还有个较大的超市，可以购买食物和解决中午餐。,2016-03-23 16:52:55,,,,,,,,,,
17652522,/poi/78013.html,78013,荷里路德宫Palace of Holyroodhouse,5,荷里路德宫是詹姆斯五世在十五世纪末所建，现在是英国女王来苏格兰时的住所。荷里路德宫也是个有故事的地方，其中最著名的就是有关苏格兰玛丽女王的传说。她拥有美貌，绝顶聪慧，出生6天就为苏格兰女王，嫁过法国太子，做过法国王后，后为英格兰女王伊丽沙白一世所杀。,2016-04-12 18:19:55,荷里路德宫是皇室家族在苏格兰的官邸，现在仍是英女王在苏格兰的皇室住所。荷里路德宫是詹姆斯五世于1498年所建。荷里路德宫的前身是荷里路德修道院(Holy Rood Abbey)，目前仍从有部分遗迹在宫殿中，这些遗址大部分是12-13世纪建造的。荷里路德宫历史上曾发生许多事件，其中最有名的就是苏格兰玛丽女王(Queen Mary)，玛丽女王号称当时最美丽的女人，三度结婚后不久在叛变中失掉王位，最后因图谋英格兰王位被处死。荷里路德公园也值得一看，爱丁堡艺术节有时也在此举行露天演出。,225,(44-131)5565100,http://www.royalcollection.org.uk/visit/palace-of-holyroodhouse/plan-your-visit?language=zh-hans,建议2-3小时,爱丁堡Waverley火车站步行15分钟即到。或乘35、36路公交在Palace Of Holyroodhouse下车。,仅参观荷里路德宫（包含语音导览）： 成人11.3磅；学生及60岁以上老人10.镑；17岁以下6.8镑；5岁以下免费；家庭票（两位成人及3个17岁以下儿童）29.4镑； 荷里路德宫及美术馆套票（包含语音导览）：成人16镑；学生及60岁以上老人14.5镑；17岁以下9镑；5岁以下免费；家庭票（两位成人及3个17岁以下儿童）41镑,11月-3月9:30-16:30，4月-10月9:30-18:00； 王室到访期间停止公众参观（2014年为6月24日-7月5日，7月20日-7月23日）,"Palace Of Holyroodhouse, Canongate, Royal Mile, Edinburgh, Lothian, EH8 8DX",
