uid,poi_href,poi_id,name,star,content,datetime,description,pics,tel,site,time,traffic,ticket,opentime,location,insides
5522253,/poi/5688807.html,5688807,锦江之星旅馆(张之洞店)JinJiang Inn Hotel-Zhang Zhidong,4,顺利的就到了我们住的地方 — 黄鹤楼边上的锦江之星。这家店位置不错，走路15分钟就能到黄鹤楼，旁边有辛亥革命纪念馆，还有一个shopping mall，可以喝咖啡，路对面又有很多小店，吃早饭很方便。。。在那里我们吃了第一顿早饭：香喷喷的热干面,,,,,,,,,,,
5522253,/poi/5426285.html,5426285,黄鹤楼Yellow Crane Tower,4,放下行李我们想都没想就直奔黄鹤楼了。这里呢，下午五点半就停止售票，7点就清场了，理论上来讲还是开放时间挺长的哈。。。景区里有观光车，真心觉得没必要坐，从入口到黄鹤楼其实没多远，溜溜达达的就过去了。风景很美，人也不是很多。。也许是因为我们去的时候已经过了高峰期了吧。,,黄鹤楼位于武昌江畔，紧邻长江大桥，有“天下江山第一楼”的美誉，是地理上武汉的中心。因为建于蛇山之上，再加上5层的楼高，以及周边无高层建筑，所以这里的视野非常开阔。除了黄鹤楼之外，景区内还有大量的石碑、石刻，都是历代名人的真迹。这里绿化非常高，不行在山间非常惬意。每天在落梅轩还有楚地特色的编钟表演，时间分别为10:00，11:40，14:20，16:00，表演免费。,4314,027-88871394,,2小时,电车1路、电车4路，公交10、61、64、108、401、402、411、413、584等路到黄鹤楼站下。或者乘车在阅马场下车（参见首义广场交通）,A.免票政策：儿童在1.2m以下免票，70周岁以上的老人（凭身份证或老年证）免票，现役军人（凭现役军人有效证件）免票、残疾人（凭残疾人证）免票 B.优惠政策：身高1.2-1.4m购儿童票40元，60-69岁的老人（凭身份证或老年证）预订老年票40元，（本科及以下）持有效学生证购票40元,07:30—18:30(4月1日至10月31日)；07:30—17:30(11月1日至3月31日,湖北省武汉市武昌蛇山,
5522253,/poi/6767.html,6767,户部巷美食一条街,3,"从黄鹤楼出来，步行就可以到户部巷小吃街。个人认为，这个地方，名声虽大，但也只能说是名声在外了。真正做到了people montain, people see....吃的东西很多，但当地特色的没多少。。",,,,,,,,,,,
5522253,/poi/35611.html,35611,江汉路,4,伴随着淅淅沥沥的小雨，我们还是去了不在计划中，但是在脑海中的江汉路。。建筑物果然够古老，中途路过了一个银行，1936年建造的，很宏伟，也很有那个时代的味道。,,江汉路始名于20世纪30年代，曾有“车马如梭人似织，夜深歌吹未曾休”的诗名来形容它，也有“小香港”的提法。在此，还可见30年代遗留下来的西洋建筑，曾是有名的商业门点集中区。 江汉路经过几十年的发展，现在成为汉口最繁华的区域之一，人流量大，店铺达400余家，其中有经营特色的专业店和老字号90多家，近30个行业。老字号的包括解放前繁盛一时的人民饭店、璇宫饭店、孙中山亲笔所书“精益求精”店名的精益眼镜店、为抵制日货而开的国货百货大楼，现名中心百货大楼、专卖洋钟表的亨达利钟表店、冠生园、华康副食、滋美食品厂、武汉中药店、四季美汤包馆。 这里也是武汉的美食聚集地，各类中餐、西餐、韩国烧烤、日本料理、火锅、快餐、各地风味美食只有你想不到没有你吃不到。,599,,,1-3小时,1. 乘坐地铁二号线，在“江汉路”站下车即到。 2. 在市区乘坐1、2、7、24、38路公交车在“中山大道江汉路”站下车就到。乘坐290、526、553路公交车在“京汉大道江汉路”站下车即到。,无需门票,全天,武汉市江汉区江汉路,
5522253,/poi/5803.html,5803,武汉长江大桥,4,来到武汉，长江上的大公共必须是要体验一把的，才1.5诶。。。开的还挺快。。。坐在渡轮上看两岸的风景，着实很有赶脚,,武汉长江大桥古香古色，一年四季，春夏秋冬景色各有千秋，春天凉爽，江风宜人；夏季气候炎热，傍晚伫立桥头凝望海天交接，心情疏爽；秋季硕果时节，看无限夕阳；冬季，要是有偶尔的小雪，站在桥头，感觉世界分外妖娆。 武汉长江大桥是新中国成立之后在长江上修建的第一座大桥，其正桥八墩九孔，每孔跨度达到128m。正桥钢梁由平弦菱形连续梁组成，钢梁设计三联，每联三孔。50年来，历经风雨沧桑的武汉长江大桥，巍然立在大江之上，肩负着每分钟60多辆汽车、每6分钟一列火车通过的荷载，经受了无数次洪水、大风的洗礼，更承受了76次碰撞事故的考验。专家最近检测得出的结论是：大桥的桥墩、钢梁等主体结构可使用100年以上。 自1955年建成以来，就经历过2001年一次比较大型的翻修，在武汉的众多桥梁之中，它是最可靠，维修最少的桥梁。,2480,,,1小时,公交  乘坐11、 18、 25、 43、 514、 539、 542、 554、 566、 572、 573、 578、 607、 717、 804、 916路公交车至【临江大道平湖门】站下车即到。   自驾  从武汉站自驾车前往，全程约19公里。   步行  从黄鹤楼沿黄鹤楼南路步行至大桥，全程约800米。,免费参观 大桥桥头堡内有电梯，2元/人/次,全天,武汉市武昌区临江大道与滨江大道之间,
5522253,/poi/5811.html,5811,磨山景区,4,磨山景区里的建筑以楚风为主。很大，景点也很多。可以在门口买景区小巴的票，30一张。这里注意了！！！过了楚风街，会在右手边看到一串很长很长的石梯，千万不要爬上去啊，因为它会带着你错过很多景点。。直奔樱花园了。。哭泣中。。。,,磨山景区，居东湖中心，三面环水，逶迤六峰，是东湖风景名胜区的六个景区之一。古朴、恢宏的楚文化旅游区位于磨山景区内：仿古代章华台而建、可与江南三大名楼媲美的楚天台；反应先秦时期国家象征的楚城城门；被楚人视为真善美化身的凤凰（铜雕）；古楚国人进行商贾贸易的楚市；比泰山御字碑还大、毛泽东手书的“离骚碑”；展观楚国八百年风云历史中的名君、名相、名人、名事的“唯楚有才”雕塑园等等。这些景点文化内涵丰富、建筑艺术精湛，在全国独有。,932,027-87910179,,2-3小时,公交  1、乘坐401、403、643路公交车至【鲁磨路梅园】站下车即可。  2、乘坐402、413、515路公交车至【东湖东路梅园】站下车即可。,成人票60元  优惠政策  1、1.3米以上儿童、60-70岁老人、学生30元。  2、1.3米以下儿童、70岁以上老人免票。,7:30-17:00,湖北省武汉市东湖生态旅游风景区内（中国地质大学北部）,东湖樱花园
5522253,/poi/35616.html,35616,东湖樱花园,4,错过了N多景点后，我们溜溜达达的到了樱花园。。樱花真心的多啊。。。 东湖樱花园的樱花花期是4月初，基本可以开到中旬，所以，错过了武大看樱花的童鞋们，可以来东湖樱花园哈。。这里的樱花绝对比人多！,,东湖樱园是除了武汉大学之外武汉赏樱最佳去处，每年3月满园樱花盛开，无数游人聚集于此。,731,027-87510139,,,,与东湖磨山景区相连，属于一个景区。,,湖北省武汉市洪山区鲁磨路,
5259748,/poi/5812.html,5812,武汉大学Wuhan University,5,全国最美高等学府之一，樱园是春季赏樱圣地，吸引大批游人驻足。,2013-10-14 20:23:59,武汉大学前身为清末湖广总督张之洞创立的自强学堂，1928年，更名为“国立武汉大学”。 武汉大学濒临东湖，环抱珞珈山，校园内绿树成荫，中西合璧的宫殿式建筑群古朴典雅，巍峨壮观，一批建筑如宋卿体育馆、樱园老斋舍、图书馆、半山庐等，被列为全国文物重点保护单位，住宿区还有桂园、枫园、樱园、梅园等四大名园。网评武汉大学为中国十大最美高校之一。 古朴的建筑点缀于茂密的树林之间，四季花开不败，走在校园里，花香鸟语。拿一本书，找一个安静的地方，重温青春时光。,5175,027-68755114,http://www.whu.edu.cn,2-3小时,在武汉到武大的公交车很多，乘317、413、515、519、552、564、572、587、591、608、724路在八一路珞珈山下车即可到达。,武汉大学在每年樱花季时期会向外来游客收取20元参观票，其余时间免费。,全天开放,武汉市武昌区珞珈山路16号,武汉大学樱花节
5259748,/poi/5803.html,5803,武汉长江大桥,5,到了武汉，一定要去长江大桥，不上桥，静静地坐在长江边看风景也是极好的。,2013-10-14 20:24:08,武汉长江大桥古香古色，一年四季，春夏秋冬景色各有千秋，春天凉爽，江风宜人；夏季气候炎热，傍晚伫立桥头凝望海天交接，心情疏爽；秋季硕果时节，看无限夕阳；冬季，要是有偶尔的小雪，站在桥头，感觉世界分外妖娆。 武汉长江大桥是新中国成立之后在长江上修建的第一座大桥，其正桥八墩九孔，每孔跨度达到128m。正桥钢梁由平弦菱形连续梁组成，钢梁设计三联，每联三孔。50年来，历经风雨沧桑的武汉长江大桥，巍然立在大江之上，肩负着每分钟60多辆汽车、每6分钟一列火车通过的荷载，经受了无数次洪水、大风的洗礼，更承受了76次碰撞事故的考验。专家最近检测得出的结论是：大桥的桥墩、钢梁等主体结构可使用100年以上。 自1955年建成以来，就经历过2001年一次比较大型的翻修，在武汉的众多桥梁之中，它是最可靠，维修最少的桥梁。,2480,,,1小时,公交  乘坐11、 18、 25、 43、 514、 539、 542、 554、 566、 572、 573、 578、 607、 717、 804、 916路公交车至【临江大道平湖门】站下车即到。   自驾  从武汉站自驾车前往，全程约19公里。   步行  从黄鹤楼沿黄鹤楼南路步行至大桥，全程约800米。,免费参观 大桥桥头堡内有电梯，2元/人/次,全天,武汉市武昌区临江大道与滨江大道之间,
5259748,/poi/5798.html,5798,古德寺,4,集泰、印、缅风格为一体的佛家寺庙，虽然规模不大，身在巷中人不识，香火很旺，却吸引了很多外地游客。,2013-10-14 20:24:26,佛殿仿照缅甸阿难陀寺建造，是一座典型的具有浓郁异域建筑风格的寺庙。是汉传佛教唯一、世界仅存两座此类风格的佛教建筑之一，具有重要的宗教、建筑和文化历史价值。 它隐匿在城市的高楼之中，是一个很多武汉人都不知道的地方，所以香客极少，可谓真正的佛门清净地。对于喜欢清静、对建筑有兴趣的游客来说，是不可错过的地方之一！,2163,027-82907553,,1-2小时,乘车30、电3路，电2路，到工农兵路国宾酒店站下，往前步行可以看到育才高中，走过育才高中可以看到一个岔路口，从左边路口往里走50m左右就到古德寺了； 也可以乘坐轻轨一号线，在“头道街”站下。下了天桥到路北，往西进入一条南北走向的小巷新建街，北走至上滑坡。沿上滑坡走到工农兵路东转，可以见到古德寺的正门。,进门需要交香火钱，有三种：8、15、38元，分别对应不同大小的香，每人三支。,7:00-17:30,武汉市江岸区解放大道黄浦路75号,
