uid,poi_href,poi_id,name,star,content,datetime,description,pics,tel,site,time,traffic,ticket,opentime,location,insides
61180844,/poi/2727.html,2727,华山,5,你可以晚上爬上去  运气好你可以看日出,2016-04-14 20:55:06,华山风景区位于陕西省渭南华阴市境内，距西安120公里，在全国乃至世界享有很高的声誉，素有奇险天下第一山之称。吸引了无数勇者前来挑战。 华山为五岳之西岳，南接秦岭，北瞰黄渭，扼守着大西北进出中原的门户，资源丰富，景观独特，文化内涵丰厚。华山是道教主流全真派圣地，也是汉族民间广泛崇奉的神祇，即西岳华山君神。截至2013年华山有72个半悬空洞，道观20余座，其中玉泉院、都龙庙、东道院、镇岳宫被列为全国重点道教宫观。  华山名字的来源说法很多，一般来说，同华山山峰像一朵莲是分不开的，古时候“华”与“花”通用，正如《水经注》所说：远而望之若花状，故名华山。,10908,029-4362691,,1天,1. 坐火车到达华山站后，换乘公交车，3元即到景区；或乘坐出租车到景区，车费约15-20元； 2. 如果到达的是华山北站（高铁站），站前有旅游专线可以到达华山“游客中心”或华山玉泉院（徒步登山口）。旅游专线车10元/人； 3. 在西安火车站东广场，乘坐旅游专线车“游1路”，票价约25元。8:00火车站东广场出发，途经西岳庙，终点站玉泉院登山口；17:00由玉泉院返回，车程2小时左右。淡季（1-3月）停运。另外，西安火车站也有公交公司的大巴直达华山，班次很多，约30元/人； 4. 西安城东客运站，每天有多趟发往华阴市的长途汽车，7:00-19:15之间，约15分钟一班。途中会在华山停靠，下车即为玉泉院登山处，需要和司机说明到“华山”下车,旺季（3月1日-12月1日）：180元，淡季（12月1日-次年2月底）：100元（门票有效期48小时，含西岳庙景区、仙峪景区以及游客中心至各景区交通费，不含黄甫峪、瓮峪旅游专线客运车交通费）； 游玩鹞子翻身和长空栈道两处景点，需要另付出租安全绳的费用，每处30元/人次,西山门：24小时全天开放； 西峰索道（太华索道）：旺季7:00-19:00，淡季8:30-17:00； 北峰索道（三特索道）：旺季：旺季7:00-19:00，淡季9:00-17:00,陕西省渭南市华阴市,千尺幢|百尺峡|苍龙岭|五云峰|玉泉院|北峰|中峰|东峰|南峰|西峰|擦耳崖|天梯
61180844,/poi/5423365.html,5423365,西安火车站,3,又回到最初的起点，来来往往我们每天的必经过的地方，但是没有集体合影,2014-10-13 09:22:45,,,,,,,,,,
61180844,/poi/5218.html,5218,大明宫国家遗址公园,4,就是有点空旷  缺少点什么东西  但是可以看出以前建筑的宏伟,2015-12-20 16:43:06,唐大明宫是举世闻名的唐长安城“三大内”（太极宫、大明宫、兴庆宫）中最为辉煌壮丽的建筑群，建于唐太宗贞观八年，已探明的殿台楼亭等遗址有 40 余处。现在的遗址公园是在大明宫遗址上修复重建的，公园内的含元殿遗址、麟德殿遗址现已向公众开放参观。,1683,029-8220080,http://www.dmgpark.com/,2小时,乘2、17、22、38、46、104、209、216、263、309、409、517、703、801路公交车在大明宫国家遗址公园站下车,60 元/人（含丹凤门遗址、大明宫IMAX3D 电影一场（35 分钟，《大明宫传奇》）、考古游览中心、大明宫遗址）  讲解费用：丹凤门博物馆、遗址博物馆、考古博物馆3个景点有讲解服务，任意单个景点30元/场，任意两个景点50元/场，全部为70元/场，每场限20人。  大明宫有小火车和电瓶车可坐，小火车只在免费区域行驶，电瓶车则在遗址保护区行驶。 小火车平日全程30/人，单程（丹凤门-玄武门）20元/人，包车2000元/时/辆（限乘60人）；节假日全程40/人，单程（丹凤门-玄武门）30元/人，包车2500元/时/辆。 电瓶车平日30元/人，包车500元/时/辆（限乘13人）；节假日40元/人，包车600元/时/辆。 均为每20分钟发一班车，观光线沿途即可候车，招手即停。,9:30-18:00,陕西省西安市未央区自强东路,唐大明宫含元...|西安大明宫遗...
61180844,/poi/1514.html,1514,夫子庙美食街,4,我很想再去，那是一个很不错的风景   就是没有晚上的时候去过,2014-12-15 21:00:28,,,,,,,,,,
61180844,/poi/3606.html,3606,南京大学,4,有着南京的传统风格大学，也是中国的重点大学,2015-12-20 16:42:14,南京大学坐落于钟灵毓秀、虎踞龙蟠的古都南京，学校前身上可溯至源于汉后吴永安元年（258年）的南京太学，历史上曾历经多次变迁，是中国第一所现代大学，中国现代科学的发祥地和现代儒家思想与中华文明复兴的基地，倡行人文思想之会通与学术之昌明以求世界的和平繁荣，在教育、学术和文化上均具重要贡献和深远影响。现为教育部直属全国重点综合性大学，国家“211工程”和“985工程”重点建设高校，是九校联盟成员，“珠峰计划”首批11所名校之一，为中国最顶尖的著名学府之一。,1227,025-83593186,http://www.nju.edu.cn/,2-3小时,公共交通   1、坐地铁  在夫子庙从三山街站坐地铁一号线到珠江路下，然后从广州路出口出去右拐，顺着广州路一直走，大约5分钟就可以看到南京大学南苑的校门了    2 、公交1路，33路，游1都能到达,免费,全天开放，夜间进出有时需要查看学生证,南京市鼓楼区汉口路22号(近广州路),
61180844,/poi/3461.html,3461,玄武湖公园,4,还蛮不错啊，你们可以去散散步   天气晴朗的时候去那是有多爽啊,2015-01-16 21:55:59,玄武湖公园是江南最大的城内公园。巍峨的明城墙、秀美的九华山、古色古香的鸡鸣寺环抱其右。分作五洲，洲洲堤桥相通，浑然一体。各岛之间有桥或堤相通。 环洲，碧波拍浪。细柳依依，微风拂来，宛如烟云舒卷，故有“环洲烟柳”之称。樱洲，四面环水的洲中洲。洲上遍植樱花，早春花开，繁花似锦，人称“樱洲花海”。梁洲，风景最胜的一洲。一年一度的菊展，传统而壮观，故有“梁洲秋菊”的美誉。菱洲，洲东濒临钟山，有“千云非一状”的钟山云霞，故有“菱洲山岚”的美名。翠洲，风光幽静，别具一格。长堤卧波 ，绿带燎绕。苍松、翠柏、嫩柳、淡竹，构成“翠洲云树”特色。,3547,025-83614286;025-83612509,http://www.xuanwuhu.net/,3-6小时,公共交通    地铁：1号线玄武门站。 公交车玄武门入口： 游1、1、3、8、15、22、25、28、30、33、35、38、47、52、56、74路或地铁1号线到玄武湖公园站下即可。  解放门入口：游1、2、3、11、15、20、24、31、48、52、70、140路到鸡鸣寺，304路到台城站。   太平门入口：游3、2、11、20、24、40、44、48、58、59、68、70、93、140路或南金线到太平门站。    翠洲门入口： 游3、2、10、17、22、24、28、36、40、45、50、58、59、66、69、71、73、74、93、97、136、159、311到花木公司站或新庄站。,免费开放，机动车及自行车不得入内；景区游览车五洲线12元/站，全程30元，西南湖全程20元。   租船：脚踏小船25元/小时，脚踏大船35元/小时，电动船50元/小时。电动摇橹船（大概做8个人）20元/位，豪华画舫船30元/位（大概座20个人）。需交50元押金。,6:00-18:00，双休日闭园时间为20:00。环湖路24小时开放。,南京市玄武区玄武巷1号,
61180844,/poi/5429117.html,5429117,西狭颂风景区,5,我只能说好棒了  虽然我也经常去,2016-04-14 20:52:03,西峡颂位于成县西13公里处的天井山麓，鱼窍峡中，镌于东汉建宁四年（公元171年），距今已有1800多年，全名为《汉武都太守汉阳河阳李翕西峡颂》，俗称《黄龙碑》，是汉代《石门颂》、《甫阁颂》、《西峡颂》三大颂碑中保存最完整的一座摩崖刻石，1980年被列为省级文物保护单位。,42,,,,,门票36人民币,,甘肃陇南成县西13公里处,
61180844,/poi/5503994.html,5503994,万象洞风景名胜区,5,我觉得是一般般吧  其实也没什么,2016-04-14 20:45:38,万象洞位于武都县西15公里处的白龙江南岸杨庞村半山腰。洞窟深遂，钟乳石绚丽多姿，美妙神奇。随意拟之，辄肖毕真，故名。 万象洞原名仙人洞、五仙洞。相传五位仙人在此修炼而得名。,24,0939-8528414,,,,门票70人民币,08:00~18:00,甘肃省陇南市武都区汉王镇,
61180844,/poi/4144338.html,4144338,丽江三义机场Lijiang Airport,4,丽江机场很有特色，进入丽江的特色,,,,,,,,,,,
61180844,/poi/17043.html,17043,大理古城,5,大理是一个很安静的古城，跟束河古镇一样，就是因为有苍山洱海所以更美,2016-03-14 12:10:05,大理古城又名叶榆城、紫禁城、中和镇。古城其历史可追溯至唐天宝年间，南诏王阁逻凤筑的羊苴咩城(今城之西三塔附近)，为其新都。现在的古城始建于明洪武十五年(公元1382年)，古城外有条护城河，古城四周有城墙，东、西、南、北各设一门，均有城楼，四角还有角楼。解放初，城墙均被拆毁，1982年，重修南城门，门头“大理”二字是集郭沫若书法而成。城内街道为典型的棋盘式布局，街巷间有一些老宅，也仍可寻昔日风貌，庭院里花木扶疏，鸟鸣声声，户外溪渠流水淙淙。“三家一眼井，一户几盆花”的景象依然。,14436,0872-2663370,,1天,1、若是乘火车到大理，可直接在大理火车站坐8路公交车，终点站就是大理古城西门（苍山门）附近，车费2元/人；若是乘飞机到大理，可先乘机场大巴到苍山饭店，再到最近的“市医院”站乘8路  2、从下关去往大理古城，可乘坐公交公司始发的4路公交车，终点在大理古城南门附近，车费1.5元/人  3、下关建设路和文化路上有一些小巴车可到大理，车程约30分钟，车费约50元,免费,全天,云南省大理白族自治州大理市复兴路苍屏街(下关以北13公里，214国道即滇藏公路和大丽公路之间),五华楼|大理苍山门|人民路
